# density_upper_fluid = 1.000000000e+00, density_lower_fluid = 1.000000000e+03
# density ratio = 1.000000000e+03
# kinematic viscosity = 1.000000000e-02, wave number = 6.283185307e+00
# dynamic viscosity of upper fluid = 1.000000000e-02, dynamic viscosity of lower fluid = 1.000000000e+01
# dynamics viscosity ratio = 1.000000000e+03
# gravitational acceleration = 1.000000000e+00
# surface tension = 1.000000000e+00, initial amplitude H0 = 1.000000000e-02
# omega_0 = 2.553122383e+00, nu_bar = 1.546279876e-01, beta = 9.980029960e-04

variables = t, H, omega_t
0.000000 1.000000000000e-02 0.000000000000e+00 
0.000500 9.999991854356e-03 1.276561191386e-03 
0.001000 9.999967426327e-03 2.553122382772e-03 
0.001500 9.999926728969e-03 3.829683574159e-03 
0.002000 9.999869775167e-03 5.106244765545e-03 
0.002500 9.999796577713e-03 6.382805956931e-03 
0.003000 9.999707149333e-03 7.659367148317e-03 
0.003500 9.999601502704e-03 8.935928339703e-03 
0.004000 9.999479650460e-03 1.021248953109e-02 
0.004500 9.999341605204e-03 1.148905072248e-02 
0.005000 9.999187379510e-03 1.276561191386e-02 
0.005500 9.999016985928e-03 1.404217310525e-02 
0.006000 9.998830436985e-03 1.531873429663e-02 
0.006500 9.998627745193e-03 1.659529548802e-02 
0.007000 9.998408923046e-03 1.787185667941e-02 
0.007500 9.998173983022e-03 1.914841787079e-02 
0.008000 9.997922937590e-03 2.042497906218e-02 
0.008500 9.997655799204e-03 2.170154025357e-02 
0.009000 9.997372580310e-03 2.297810144495e-02 
0.009500 9.997073293345e-03 2.425466263634e-02 
0.010000 9.996757950738e-03 2.553122382772e-02 
0.010500 9.996426564909e-03 2.680778501911e-02 
0.011000 9.996079148275e-03 2.808434621050e-02 
0.011500 9.995715713246e-03 2.936090740188e-02 
0.012000 9.995336272226e-03 3.063746859327e-02 
0.012500 9.994940837616e-03 3.191402978465e-02 
0.013000 9.994529421815e-03 3.319059097604e-02 
0.013500 9.994102037217e-03 3.446715216743e-02 
0.014000 9.993658696213e-03 3.574371335881e-02 
0.014500 9.993199411193e-03 3.702027455020e-02 
0.015000 9.992724194547e-03 3.829683574159e-02 
0.015500 9.992233058660e-03 3.957339693297e-02 
0.016000 9.991726015920e-03 4.084995812436e-02 
0.016500 9.991203078713e-03 4.212651931574e-02 
0.017000 9.990664259424e-03 4.340308050713e-02 
0.017500 9.990109570440e-03 4.467964169852e-02 
0.018000 9.989539024148e-03 4.595620288990e-02 
0.018500 9.988952632935e-03 4.723276408129e-02 
0.019000 9.988350409190e-03 4.850932527268e-02 
0.019500 9.987732365303e-03 4.978588646406e-02 
0.020000 9.987098513667e-03 5.106244765545e-02 
0.020500 9.986448866676e-03 5.233900884683e-02 
0.021000 9.985783436724e-03 5.361557003822e-02 
0.021500 9.985102236212e-03 5.489213122961e-02 
0.022000 9.984405277539e-03 5.616869242099e-02 
0.022500 9.983692573110e-03 5.744525361238e-02 
0.023000 9.982964135332e-03 5.872181480377e-02 
0.023500 9.982219976614e-03 5.999837599515e-02 
0.024000 9.981460109369e-03 6.127493718654e-02 
0.024500 9.980684546015e-03 6.255149837792e-02 
0.025000 9.979893298973e-03 6.382805956931e-02 
0.025500 9.979086380666e-03 6.510462076070e-02 
0.026000 9.978263803523e-03 6.638118195208e-02 
0.026500 9.977425579976e-03 6.765774314347e-02 
0.027000 9.976571722463e-03 6.893430433485e-02 
0.027500 9.975702243424e-03 7.021086552624e-02 
0.028000 9.974817155306e-03 7.148742671763e-02 
0.028500 9.973916470558e-03 7.276398790901e-02 
0.029000 9.973000201637e-03 7.404054910040e-02 
0.029500 9.972068361002e-03 7.531711029179e-02 
0.030000 9.971120961120e-03 7.659367148317e-02 
0.030500 9.970158014459e-03 7.787023267456e-02 
0.031000 9.969179533497e-03 7.914679386594e-02 
0.031500 9.968185530714e-03 8.042335505733e-02 
0.032000 9.967176018597e-03 8.169991624872e-02 
0.032500 9.966151009637e-03 8.297647744010e-02 
0.033000 9.965110516334e-03 8.425303863149e-02 
0.033500 9.964054551190e-03 8.552959982288e-02 
0.034000 9.962983126714e-03 8.680616101426e-02 
0.034500 9.961896255423e-03 8.808272220565e-02 
0.035000 9.960793949837e-03 8.935928339703e-02 
0.035500 9.959676222485e-03 9.063584458842e-02 
0.036000 9.958543085899e-03 9.191240577981e-02 
0.036500 9.957394552619e-03 9.318896697119e-02 
0.037000 9.956230635193e-03 9.446552816258e-02 
0.037500 9.955051346171e-03 9.574208935396e-02 
0.038000 9.953856698115e-03 9.701865054535e-02 
0.038500 9.952646703589e-03 9.829521173674e-02 
0.039000 9.951421375165e-03 9.957177292812e-02 
0.039500 9.950180725422e-03 1.008483341195e-01 
0.040000 9.948924766947e-03 1.021248953109e-01 
0.040500 9.947653512331e-03 1.034014565023e-01 
0.041000 9.946366974173e-03 1.046780176937e-01 
0.041500 9.945065165081e-03 1.059545788851e-01 
0.042000 9.943748097667e-03 1.072311400764e-01 
0.042500 9.942415784551e-03 1.085077012678e-01 
0.043000 9.941068238360e-03 1.097842624592e-01 
0.043500 9.939705471730e-03 1.110608236506e-01 
0.044000 9.938327497301e-03 1.123373848420e-01 
0.044500 9.936934327722e-03 1.136139460334e-01 
0.045000 9.935525975649e-03 1.148905072248e-01 
0.045500 9.934102453746e-03 1.161670684161e-01 
0.046000 9.932663774683e-03 1.174436296075e-01 
0.046500 9.931209951139e-03 1.187201907989e-01 
0.047000 9.929740995799e-03 1.199967519903e-01 
0.047500 9.928256921355e-03 1.212733131817e-01 
0.048000 9.926757740509e-03 1.225498743731e-01 
0.048500 9.925243465969e-03 1.238264355645e-01 
0.049000 9.923714110450e-03 1.251029967558e-01 
0.049500 9.922169686675e-03 1.263795579472e-01 
0.050000 9.920610207377e-03 1.276561191386e-01 
0.050500 9.919035685293e-03 1.289326803300e-01 
0.051000 9.917446133169e-03 1.302092415214e-01 
0.051500 9.915841563761e-03 1.314858027128e-01 
0.052000 9.914221989831e-03 1.327623639042e-01 
0.052500 9.912587424147e-03 1.340389250956e-01 
0.053000 9.910937879489e-03 1.353154862869e-01 
0.053500 9.909273368641e-03 1.365920474783e-01 
0.054000 9.907593904397e-03 1.378686086697e-01 
0.054500 9.905899499559e-03 1.391451698611e-01 
0.055000 9.904190166936e-03 1.404217310525e-01 
0.055500 9.902465919347e-03 1.416982922439e-01 
0.056000 9.900726769615e-03 1.429748534353e-01 
0.056500 9.898972730576e-03 1.442514146266e-01 
0.057000 9.897203815071e-03 1.455279758180e-01 
0.057500 9.895420035949e-03 1.468045370094e-01 
0.058000 9.893621406069e-03 1.480810982008e-01 
0.058500 9.891807938296e-03 1.493576593922e-01 
0.059000 9.889979645506e-03 1.506342205836e-01 
0.059500 9.888136540580e-03 1.519107817750e-01 
0.060000 9.886278636409e-03 1.531873429663e-01 
0.060500 9.884405945893e-03 1.544639041577e-01 
0.061000 9.882518481937e-03 1.557404653491e-01 
0.061500 9.880616257459e-03 1.570170265405e-01 
0.062000 9.878699285381e-03 1.582935877319e-01 
0.062500 9.876767578636e-03 1.595701489233e-01 
0.063000 9.874821150163e-03 1.608467101147e-01 
0.063500 9.872860012912e-03 1.621232713060e-01 
0.064000 9.870884179840e-03 1.633998324974e-01 
0.064500 9.868893663912e-03 1.646763936888e-01 
0.065000 9.866888478103e-03 1.659529548802e-01 
0.065500 9.864868635393e-03 1.672295160716e-01 
0.066000 9.862834148774e-03 1.685060772630e-01 
0.066500 9.860785031246e-03 1.697826384544e-01 
0.067000 9.858721295814e-03 1.710591996458e-01 
0.067500 9.856642955496e-03 1.723357608371e-01 
0.068000 9.854550023317e-03 1.736123220285e-01 
0.068500 9.852442512307e-03 1.748888832199e-01 
0.069000 9.850320435510e-03 1.761654444113e-01 
0.069500 9.848183805975e-03 1.774420056027e-01 
0.070000 9.846032636761e-03 1.787185667941e-01 
0.070500 9.843866940934e-03 1.799951279855e-01 
